conserved_genes_fragments	RNA-anno	TPM in G1	TPM in G1+HB	TPM in HB	TPM in G1/TPM in HB	TPM in G1+HB/TPM in HB
ccmFC-part20	gene-G1-2151	462.2273261	444.375981	487.7923793	0.947590298	0.910994103
ccmFC-part21	gene-G1-2151	462.2273261	444.375981	487.7923793	0.947590298	0.910994103
ccmFC-part22	gene-G1-2151	462.2273261	444.375981	487.7923793	0.947590298	0.910994103
ccmFC-part23	gene-G1-2151	462.2273261	444.375981	487.7923793	0.947590298	0.910994103
ccmFC-part24	gene-G1-2151	462.2273261	444.375981	487.7923793	0.947590298	0.910994103
ccmFC-part25	gene-G1-2151	462.2273261	444.375981	487.7923793	0.947590298	0.910994103
rps4-part20	gene-G1-2151	462.2273261	444.375981	487.7923793	0.947590298	0.910994103
rps4-part21	gene-G1-2151	462.2273261	444.375981	487.7923793	0.947590298	0.910994103
rps4-part22	gene-G1-2151	462.2273261	444.375981	487.7923793	0.947590298	0.910994103
rps4-part23	gene-G1-2151	462.2273261	444.375981	487.7923793	0.947590298	0.910994103
rps4-part24	gene-G1-5042	1083.518492	1010.153648	1144.30581	0.946878433	0.882765463
rps4-part25	gene-G1-5042	1083.518492	1010.153648	1144.30581	0.946878433	0.882765463
rps4-part26	gene-G1-5042	1083.518492	1010.153648	1144.30581	0.946878433	0.882765463
rps4-part27	gene-G1-5042	1083.518492	1010.153648	1144.30581	0.946878433	0.882765463
rps4-part28	gene-G1-5042	1083.518492	1010.153648	1144.30581	0.946878433	0.882765463
rps4-part29	gene-G1-5042	1083.518492	1010.153648	1144.30581	0.946878433	0.882765463
rps4-part30	gene-G1-2169	1094.048851	1053.675007	1155.908403	0.946484036	0.911555798
rps4-part31	gene-G1-2169	1094.048851	1053.675007	1155.908403	0.946484036	0.911555798
rps4-part32	gene-G1-2169	1094.048851	1053.675007	1155.908403	0.946484036	0.911555798
nad2-part12	gene-G1-2169	1094.048851	1053.675007	1155.908403	0.946484036	0.911555798
nad2-part13	gene-G1-2169	1094.048851	1053.675007	1155.908403	0.946484036	0.911555798
nad2-part14	gene-G1-2169	1094.048851	1053.675007	1155.908403	0.946484036	0.911555798
nad2-part15	gene-G1-2169	1094.048851	1053.675007	1155.908403	0.946484036	0.911555798
nad2-part16	gene-G1-2169	1094.048851	1053.675007	1155.908403	0.946484036	0.911555798
nad2-part17	gene-G1-33	758.1858298	352.7520674	801.5458522	0.945904502	0.440089692
nad2-part18	gene-G1-33	758.1858298	352.7520674	801.5458522	0.945904502	0.440089692
nad2-part19	gene-G1-33	758.1858298	352.7520674	801.5458522	0.945904502	0.440089692
nad2-part20	gene-G1-33	758.1858298	352.7520674	801.5458522	0.945904502	0.440089692
nad2-part21	gene-G1-33	758.1858298	352.7520674	801.5458522	0.945904502	0.440089692
nad2-part22	gene-G1-33	758.1858298	352.7520674	801.5458522	0.945904502	0.440089692
nad2-part23	gene-G1-33	758.1858298	352.7520674	801.5458522	0.945904502	0.440089692
nad2-part24	gene-G1-33	758.1858298	352.7520674	801.5458522	0.945904502	0.440089692
cob-part38	gene-G1-33	758.1858298	352.7520674	801.5458522	0.945904502	0.440089692
cob-part39	gene-G1-5044	655.6533894	591.5468923	699.5397154	0.937263996	0.845623028
rpl16-part7	gene-G1-5044	655.6533894	591.5468923	699.5397154	0.937263996	0.845623028
rpl16-part8	gene-G1-5044	655.6533894	591.5468923	699.5397154	0.937263996	0.845623028
rpl16-part9	gene-G1-5044	655.6533894	591.5468923	699.5397154	0.937263996	0.845623028
rpl16-part10	gene-G1-5044	655.6533894	591.5468923	699.5397154	0.937263996	0.845623028
rpl16-part11	gene-G1-5044	655.6533894	591.5468923	699.5397154	0.937263996	0.845623028
rpl16-part12	gene-G1-5044	655.6533894	591.5468923	699.5397154	0.937263996	0.845623028
rpl16-part13	gene-G1-5044	655.6533894	591.5468923	699.5397154	0.937263996	0.845623028
rpl16-part14	gene-G1-5044	655.6533894	591.5468923	699.5397154	0.937263996	0.845623028
rpl16-part15	gene-G1-5044	655.6533894	591.5468923	699.5397154	0.937263996	0.845623028
rpl16-part16	gene-G1-5044	655.6533894	591.5468923	699.5397154	0.937263996	0.845623028
rpl16-part17	gene-G1-5044	655.6533894	591.5468923	699.5397154	0.937263996	0.845623028
nad4-part31	gene-G1-5044	655.6533894	591.5468923	699.5397154	0.937263996	0.845623028
nad4-part32	gene-G1-4301	656.7618482	742.1537003	708.2416608	0.92731321	1.047882017
nad4-part33	gene-G1-4301	656.7618482	742.1537003	708.2416608	0.92731321	1.047882017
nad4-part34	gene-G1-4301	656.7618482	742.1537003	708.2416608	0.92731321	1.047882017
nad4-part35	gene-G1-4301	656.7618482	742.1537003	708.2416608	0.92731321	1.047882017
nad4-part36	gene-G1-4301	656.7618482	742.1537003	708.2416608	0.92731321	1.047882017
nad4-part37	gene-G1-4301	656.7618482	742.1537003	708.2416608	0.92731321	1.047882017
nad4-part38	gene-G1-1342	1718.665393	1972.77739	1854.964677	0.926521898	1.063512106
nad4-part39	gene-G1-1342	1718.665393	1972.77739	1854.964677	0.926521898	1.063512106
nad4-part40	gene-G1-1342	1718.665393	1972.77739	1854.964677	0.926521898	1.063512106
nad4-part41	gene-G1-1342	1718.665393	1972.77739	1854.964677	0.926521898	1.063512106
cob-part18	gene-G1-1342	1718.665393	1972.77739	1854.964677	0.926521898	1.063512106
cob-part19	gene-G1-1342	1718.665393	1972.77739	1854.964677	0.926521898	1.063512106
cob-part20	gene-G1-1342	1718.665393	1972.77739	1854.964677	0.926521898	1.063512106
cob-part21	gene-G1-1342	1718.665393	1972.77739	1854.964677	0.926521898	1.063512106
cob-part22	gene-G1-1342	1718.665393	1972.77739	1854.964677	0.926521898	1.063512106
cob-part23	gene-G1-1342	1718.665393	1972.77739	1854.964677	0.926521898	1.063512106
cob-part24	gene-G1-1342	1718.665393	1972.77739	1854.964677	0.926521898	1.063512106
cob-part25	gene-G1-1342	1718.665393	1972.77739	1854.964677	0.926521898	1.063512106
cob-part26	gene-G1-1342	1718.665393	1972.77739	1854.964677	0.926521898	1.063512106
cob-part27	gene-G1-2150	327.54958	338.4358309	353.8791097	0.925597389	0.956360016
cob-part28	gene-G1-2150	327.54958	338.4358309	353.8791097	0.925597389	0.956360016
cob-part29	gene-G1-2150	327.54958	338.4358309	353.8791097	0.925597389	0.956360016
cob-part30	gene-G1-2150	327.54958	338.4358309	353.8791097	0.925597389	0.956360016
cob-part31	gene-G1-2150	327.54958	338.4358309	353.8791097	0.925597389	0.956360016
rps3-part45	gene-G1-2150	327.54958	338.4358309	353.8791097	0.925597389	0.956360016
rps3-part46	gene-G1-2150	327.54958	338.4358309	353.8791097	0.925597389	0.956360016
rps3-part47	gene-G1-2150	327.54958	338.4358309	353.8791097	0.925597389	0.956360016
rps3-part48	gene-G1-2150	327.54958	338.4358309	353.8791097	0.925597389	0.956360016
rps3-part49	gene-G1-2150	327.54958	338.4358309	353.8791097	0.925597389	0.956360016
rps3-part50	gene-G1-2150	327.54958	338.4358309	353.8791097	0.925597389	0.956360016
rps3-part51	gene-G1-2150	327.54958	338.4358309	353.8791097	0.925597389	0.956360016
rps3-part52	gene-G1-2150	327.54958	338.4358309	353.8791097	0.925597389	0.956360016
rps3-part53	gene-G1-34	1153.351398	663.7007242	1250.662919	0.922192047	0.530679142
rps3-part54	gene-G1-34	1153.351398	663.7007242	1250.662919	0.922192047	0.530679142
rps3-part55	gene-G1-34	1153.351398	663.7007242	1250.662919	0.922192047	0.530679142
cox1-part25	gene-G1-34	1153.351398	663.7007242	1250.662919	0.922192047	0.530679142
cox1-part26	gene-G1-34	1153.351398	663.7007242	1250.662919	0.922192047	0.530679142
cox1-part27	gene-G1-34	1153.351398	663.7007242	1250.662919	0.922192047	0.530679142
cox1-part28	gene-G1-34	1153.351398	663.7007242	1250.662919	0.922192047	0.530679142
cox1-part29	gene-G1-34	1153.351398	663.7007242	1250.662919	0.922192047	0.530679142
cox1-part30	gene-G1-34	1153.351398	663.7007242	1250.662919	0.922192047	0.530679142
cox1-part31	gene-G1-34	1153.351398	663.7007242	1250.662919	0.922192047	0.530679142
cox1-part32	gene-G1-34	1153.351398	663.7007242	1250.662919	0.922192047	0.530679142
cox1-part33	gene-G1-285	254.3912982	266.2819989	276.5284846	0.91994609	0.962946003
cox1-part34	gene-G1-285	254.3912982	266.2819989	276.5284846	0.91994609	0.962946003
cox1-part35	gene-G1-285	254.3912982	266.2819989	276.5284846	0.91994609	0.962946003
cox1-part36	gene-G1-285	254.3912982	266.2819989	276.5284846	0.91994609	0.962946003
cox1-part37	gene-G1-285	254.3912982	266.2819989	276.5284846	0.91994609	0.962946003
cox2-part3	gene-G1-285	254.3912982	266.2819989	276.5284846	0.91994609	0.962946003
cox2-part4	gene-G1-285	254.3912982	266.2819989	276.5284846	0.91994609	0.962946003
cox2-part5	gene-G1-285	254.3912982	266.2819989	276.5284846	0.91994609	0.962946003
cox2-part6	gene-G1-285	254.3912982	266.2819989	276.5284846	0.91994609	0.962946003
cox2-part7	gene-G1-285	254.3912982	266.2819989	276.5284846	0.91994609	0.962946003
cox2-part8	gene-G1-285	254.3912982	266.2819989	276.5284846	0.91994609	0.962946003
cox2-part9	gene-G1-285	254.3912982	266.2819989	276.5284846	0.91994609	0.962946003
cox2-part10	gene-G1-285	254.3912982	266.2819989	276.5284846	0.91994609	0.962946003
cox2-part11	gene-G1-3587	704.4255772	999.2733078	770.1221608	0.914693296	1.297551686
cox2-part12	gene-G1-3587	704.4255772	999.2733078	770.1221608	0.914693296	1.297551686
cox2-part14	gene-G1-3587	704.4255772	999.2733078	770.1221608	0.914693296	1.297551686
cox2-part15	gene-G1-3587	704.4255772	999.2733078	770.1221608	0.914693296	1.297551686
rpl16-part14	gene-G1-3587	704.4255772	999.2733078	770.1221608	0.914693296	1.297551686
rpl16-part15	gene-G1-3587	704.4255772	999.2733078	770.1221608	0.914693296	1.297551686
rpl16-part16	gene-G1-3587	704.4255772	999.2733078	770.1221608	0.914693296	1.297551686
rpl16-part17	gene-G1-3587	704.4255772	999.2733078	770.1221608	0.914693296	1.297551686
atp4-part0	gene-G1-3587	704.4255772	999.2733078	770.1221608	0.914693296	1.297551686
atp4-part1	gene-G1-3587	704.4255772	999.2733078	770.1221608	0.914693296	1.297551686
atp4-part2	gene-G1-3587	704.4255772	999.2733078	770.1221608	0.914693296	1.297551686
atp4-part3	gene-G1-3587	704.4255772	999.2733078	770.1221608	0.914693296	1.297551686
atp4-part4	gene-G1-3587	704.4255772	999.2733078	770.1221608	0.914693296	1.297551686
atp4-part5	gene-G1-1515	2477.405453	2198.401277	2709.689084	0.914276648	0.811311264
atp4-part6	gene-G1-1515	2477.405453	2198.401277	2709.689084	0.914276648	0.811311264
atp4-part7	gene-G1-1515	2477.405453	2198.401277	2709.689084	0.914276648	0.811311264
atp4-part8	gene-G1-1515	2477.405453	2198.401277	2709.689084	0.914276648	0.811311264
atp4-part9	gene-G1-1515	2477.405453	2198.401277	2709.689084	0.914276648	0.811311264
atp4-part10	gene-G1-1515	2477.405453	2198.401277	2709.689084	0.914276648	0.811311264
atp4-part11	gene-G1-1515	2477.405453	2198.401277	2709.689084	0.914276648	0.811311264
nad2-part45	gene-G1-1515	2477.405453	2198.401277	2709.689084	0.914276648	0.811311264
nad2-part46	gene-G1-1515	2477.405453	2198.401277	2709.689084	0.914276648	0.811311264
nad2-part47	gene-G1-1515	2477.405453	2198.401277	2709.689084	0.914276648	0.811311264
nad2-part19	gene-G1-3492	902.8397052	843.5126547	988.1542352	0.913662739	0.85362449
nad2-part20	gene-G1-3492	902.8397052	843.5126547	988.1542352	0.913662739	0.85362449
nad2-part21	gene-G1-3492	902.8397052	843.5126547	988.1542352	0.913662739	0.85362449
nad2-part22	gene-G1-3492	902.8397052	843.5126547	988.1542352	0.913662739	0.85362449
nad2-part23	gene-G1-3492	902.8397052	843.5126547	988.1542352	0.913662739	0.85362449
nad2-part24	gene-G1-3492	902.8397052	843.5126547	988.1542352	0.913662739	0.85362449
nad2-part25	gene-G1-3492	902.8397052	843.5126547	988.1542352	0.913662739	0.85362449
nad2-part26	gene-G1-3492	902.8397052	843.5126547	988.1542352	0.913662739	0.85362449
nad2-part27	gene-G1-3492	902.8397052	843.5126547	988.1542352	0.913662739	0.85362449
nad2-part28	gene-G1-3492	902.8397052	843.5126547	988.1542352	0.913662739	0.85362449
nad2-part29	gene-G1-3492	902.8397052	843.5126547	988.1542352	0.913662739	0.85362449
nad2-part30	gene-G1-3492	902.8397052	843.5126547	988.1542352	0.913662739	0.85362449
nad2-part31	gene-G1-3492	902.8397052	843.5126547	988.1542352	0.913662739	0.85362449
ccmFC-part7	gene-G1-35	726.5947536	365.3503555	796.7114382	0.911992371	0.458573001
ccmFC-part8	gene-G1-35	726.5947536	365.3503555	796.7114382	0.911992371	0.458573001
ccmFC-part9	gene-G1-35	726.5947536	365.3503555	796.7114382	0.911992371	0.458573001
ccmFC-part10	gene-G1-35	726.5947536	365.3503555	796.7114382	0.911992371	0.458573001
ccmFC-part11	gene-G1-35	726.5947536	365.3503555	796.7114382	0.911992371	0.458573001
ccmFC-part12	gene-G1-35	726.5947536	365.3503555	796.7114382	0.911992371	0.458573001
ccmFC-part13	gene-G1-35	726.5947536	365.3503555	796.7114382	0.911992371	0.458573001
ccmFC-part14	gene-G1-35	726.5947536	365.3503555	796.7114382	0.911992371	0.458573001
ccmFC-part15	gene-G1-35	726.5947536	365.3503555	796.7114382	0.911992371	0.458573001
ccmFC-part16	gene-G1-35	726.5947536	365.3503555	796.7114382	0.911992371	0.458573001
ccmFC-part17	gene-G1-35	726.5947536	365.3503555	796.7114382	0.911992371	0.458573001
ccmFC-part18	gene-G1-35	726.5947536	365.3503555	796.7114382	0.911992371	0.458573001
ccmFC-part19	gene-G1-35	726.5947536	365.3503555	796.7114382	0.911992371	0.458573001
cox2-part10	gene-G1-3505	211.1614044	209.0170529	231.5684338	0.911874736	0.902614616
cox2-part11	gene-G1-3505	211.1614044	209.0170529	231.5684338	0.911874736	0.902614616
cox2-part12	gene-G1-3505	211.1614044	209.0170529	231.5684338	0.911874736	0.902614616
cox2-part14	gene-G1-3505	211.1614044	209.0170529	231.5684338	0.911874736	0.902614616
cox2-part15	gene-G1-3505	211.1614044	209.0170529	231.5684338	0.911874736	0.902614616
cox2-part16	gene-G1-3505	211.1614044	209.0170529	231.5684338	0.911874736	0.902614616
cox2-part17	gene-G1-3505	211.1614044	209.0170529	231.5684338	0.911874736	0.902614616
cox2-part18	gene-G1-3505	211.1614044	209.0170529	231.5684338	0.911874736	0.902614616
cox2-part19	gene-G1-3505	211.1614044	209.0170529	231.5684338	0.911874736	0.902614616
cox2-part20	gene-G1-3505	211.1614044	209.0170529	231.5684338	0.911874736	0.902614616
cox2-part21	gene-G1-3505	211.1614044	209.0170529	231.5684338	0.911874736	0.902614616
cox2-part22	gene-G1-3505	211.1614044	209.0170529	231.5684338	0.911874736	0.902614616
mttB-part11	gene-G1-3505	211.1614044	209.0170529	231.5684338	0.911874736	0.902614616
mttB-part12	gene-G1-3028	489.9387964	581.239202	538.553727	0.909730584	1.079259455
mttB-part13	gene-G1-3028	489.9387964	581.239202	538.553727	0.909730584	1.079259455
mttB-part14	gene-G1-3028	489.9387964	581.239202	538.553727	0.909730584	1.079259455
mttB-part15	gene-G1-3028	489.9387964	581.239202	538.553727	0.909730584	1.079259455
mttB-part16	gene-G1-3028	489.9387964	581.239202	538.553727	0.909730584	1.079259455
mttB-part17	gene-G1-3028	489.9387964	581.239202	538.553727	0.909730584	1.079259455
mttB-part18	gene-G1-3028	489.9387964	581.239202	538.553727	0.909730584	1.079259455
mttB-part19	gene-G1-3028	489.9387964	581.239202	538.553727	0.909730584	1.079259455
mttB-part20	gene-G1-3494	381.8640619	371.6494996	420.1105824	0.908960826	0.884646841
mttB-part21	gene-G1-3494	381.8640619	371.6494996	420.1105824	0.908960826	0.884646841
mttB-part22	gene-G1-3494	381.8640619	371.6494996	420.1105824	0.908960826	0.884646841
mttB-part23	gene-G1-3494	381.8640619	371.6494996	420.1105824	0.908960826	0.884646841
nad4-part12	gene-G1-3494	381.8640619	371.6494996	420.1105824	0.908960826	0.884646841
nad4-part13	gene-G1-3494	381.8640619	371.6494996	420.1105824	0.908960826	0.884646841
nad4-part14	gene-G1-3494	381.8640619	371.6494996	420.1105824	0.908960826	0.884646841
nad4-part15	gene-G1-3494	381.8640619	371.6494996	420.1105824	0.908960826	0.884646841
nad4-part16	gene-G1-3494	381.8640619	371.6494996	420.1105824	0.908960826	0.884646841
nad4-part17	gene-G1-3494	381.8640619	371.6494996	420.1105824	0.908960826	0.884646841
nad4-part18	gene-G1-3494	381.8640619	371.6494996	420.1105824	0.908960826	0.884646841
nad4-part19	gene-G1-3494	381.8640619	371.6494996	420.1105824	0.908960826	0.884646841
nad4-part20	gene-G1-3494	381.8640619	371.6494996	420.1105824	0.908960826	0.884646841
nad4-part21	gene-G1-282	293.1873567	334.4272847	322.9388596	0.907872645	1.035574613
nad4-part22	gene-G1-282	293.1873567	334.4272847	322.9388596	0.907872645	1.035574613
nad4-part23	gene-G1-282	293.1873567	334.4272847	322.9388596	0.907872645	1.035574613
nad4-part24	gene-G1-282	293.1873567	334.4272847	322.9388596	0.907872645	1.035574613
atp4-part19	gene-G1-282	293.1873567	334.4272847	322.9388596	0.907872645	1.035574613
cob-part32	gene-G1-282	293.1873567	334.4272847	322.9388596	0.907872645	1.035574613
cob-part33	gene-G1-282	293.1873567	334.4272847	322.9388596	0.907872645	1.035574613
cob-part34	gene-G1-282	293.1873567	334.4272847	322.9388596	0.907872645	1.035574613
cob-part35	gene-G1-282	293.1873567	334.4272847	322.9388596	0.907872645	1.035574613
cob-part37	gene-G1-282	293.1873567	334.4272847	322.9388596	0.907872645	1.035574613
cob-part38	gene-G1-282	293.1873567	334.4272847	322.9388596	0.907872645	1.035574613
cob-part39	gene-G1-282	293.1873567	334.4272847	322.9388596	0.907872645	1.035574613
cox2-part16	gene-G1-282	293.1873567	334.4272847	322.9388596	0.907872645	1.035574613
cox2-part17	gene-G1-1664	158.5096106	213.0255991	175.972672	0.900762651	1.210560689
cox2-part18	gene-G1-1664	158.5096106	213.0255991	175.972672	0.900762651	1.210560689
cox2-part19	gene-G1-1664	158.5096106	213.0255991	175.972672	0.900762651	1.210560689
cox2-part20	gene-G1-1664	158.5096106	213.0255991	175.972672	0.900762651	1.210560689
cox2-part21	gene-G1-1664	158.5096106	213.0255991	175.972672	0.900762651	1.210560689
cox2-part22	gene-G1-1664	158.5096106	213.0255991	175.972672	0.900762651	1.210560689
cox2-part23	gene-G1-1664	158.5096106	213.0255991	175.972672	0.900762651	1.210560689
cox2-part24	gene-G1-1664	158.5096106	213.0255991	175.972672	0.900762651	1.210560689
cox2-part25	gene-G1-1664	158.5096106	213.0255991	175.972672	0.900762651	1.210560689
cox2-part26	gene-G1-1664	158.5096106	213.0255991	175.972672	0.900762651	1.210560689
atp4-part12	gene-G1-1664	158.5096106	213.0255991	175.972672	0.900762651	1.210560689
atp4-part13	gene-G1-5037	3542.634374	2902.760113	3948.74941	0.897153505	0.735108717
atp4-part14	gene-G1-5037	3542.634374	2902.760113	3948.74941	0.897153505	0.735108717
atp4-part15	gene-G1-5037	3542.634374	2902.760113	3948.74941	0.897153505	0.735108717
atp4-part16	gene-G1-5037	3542.634374	2902.760113	3948.74941	0.897153505	0.735108717
atp4-part17	gene-G1-5037	3542.634374	2902.760113	3948.74941	0.897153505	0.735108717
atp4-part18	gene-G1-5037	3542.634374	2902.760113	3948.74941	0.897153505	0.735108717
atp4-part19	gene-G1-5037	3542.634374	2902.760113	3948.74941	0.897153505	0.735108717
rps10-part2	gene-G1-5037	3542.634374	2902.760113	3948.74941	0.897153505	0.735108717
rps10-part3	gene-G1-5037	3542.634374	2902.760113	3948.74941	0.897153505	0.735108717
rps10-part4	gene-G1-5037	3542.634374	2902.760113	3948.74941	0.897153505	0.735108717
rps10-part5	gene-G1-5037	3542.634374	2902.760113	3948.74941	0.897153505	0.735108717
rps10-part6	gene-G1-5037	3542.634374	2902.760113	3948.74941	0.897153505	0.735108717
rps10-part7	gene-G1-5037	3542.634374	2902.760113	3948.74941	0.897153505	0.735108717
rps10-part8	gene-G1-2149	372.442162	368.2136028	417.6933754	0.891664039	0.881540442
rps10-part9	gene-G1-2149	372.442162	368.2136028	417.6933754	0.891664039	0.881540442
cox2-part23	gene-G1-2149	372.442162	368.2136028	417.6933754	0.891664039	0.881540442
cox2-part24	gene-G1-2149	372.442162	368.2136028	417.6933754	0.891664039	0.881540442
cox2-part25	gene-G1-2149	372.442162	368.2136028	417.6933754	0.891664039	0.881540442
cox2-part26	gene-G1-2149	372.442162	368.2136028	417.6933754	0.891664039	0.881540442
nad2-part1	gene-G1-2149	372.442162	368.2136028	417.6933754	0.891664039	0.881540442
nad2-part2	gene-G1-2149	372.442162	368.2136028	417.6933754	0.891664039	0.881540442
nad2-part3	gene-G1-2149	372.442162	368.2136028	417.6933754	0.891664039	0.881540442
nad2-part4	gene-G1-2149	372.442162	368.2136028	417.6933754	0.891664039	0.881540442
nad2-part5	gene-G1-2149	372.442162	368.2136028	417.6933754	0.891664039	0.881540442
nad2-part6	gene-G1-2149	372.442162	368.2136028	417.6933754	0.891664039	0.881540442
nad2-part7	gene-G1-2149	372.442162	368.2136028	417.6933754	0.891664039	0.881540442
atp4-part5	gene-G1-1343	1750.810699	1813.008191	1967.123084	0.890036172	0.921654677
atp4-part6	gene-G1-1343	1750.810699	1813.008191	1967.123084	0.890036172	0.921654677
atp4-part7	gene-G1-1343	1750.810699	1813.008191	1967.123084	0.890036172	0.921654677
atp4-part8	gene-G1-1343	1750.810699	1813.008191	1967.123084	0.890036172	0.921654677
atp4-part9	gene-G1-1343	1750.810699	1813.008191	1967.123084	0.890036172	0.921654677
atp4-part10	gene-G1-1343	1750.810699	1813.008191	1967.123084	0.890036172	0.921654677
atp4-part11	gene-G1-1343	1750.810699	1813.008191	1967.123084	0.890036172	0.921654677
atp4-part12	gene-G1-1343	1750.810699	1813.008191	1967.123084	0.890036172	0.921654677
atp4-part13	gene-G1-1343	1750.810699	1813.008191	1967.123084	0.890036172	0.921654677
atp4-part14	gene-G1-1343	1750.810699	1813.008191	1967.123084	0.890036172	0.921654677
atp4-part15	gene-G1-1343	1750.810699	1813.008191	1967.123084	0.890036172	0.921654677
atp4-part16	gene-G1-1343	1750.810699	1813.008191	1967.123084	0.890036172	0.921654677
atp4-part17	gene-G1-1343	1750.810699	1813.008191	1967.123084	0.890036172	0.921654677
atp4-part18	gene-G1-1341	781.4634649	920.8203318	882.7640086	0.885246178	1.043110416
nad6-part19	gene-G1-1341	781.4634649	920.8203318	882.7640086	0.885246178	1.043110416
nad6-part20	gene-G1-1341	781.4634649	920.8203318	882.7640086	0.885246178	1.043110416
rps4-part11	gene-G1-1341	781.4634649	920.8203318	882.7640086	0.885246178	1.043110416
rps4-part12	gene-G1-1341	781.4634649	920.8203318	882.7640086	0.885246178	1.043110416
rps4-part13	gene-G1-1341	781.4634649	920.8203318	882.7640086	0.885246178	1.043110416
rps4-part14	gene-G1-1341	781.4634649	920.8203318	882.7640086	0.885246178	1.043110416
cox1-part32	gene-G1-1341	781.4634649	920.8203318	882.7640086	0.885246178	1.043110416
cox1-part33	gene-G1-1344	1270.848032	1445.939887	1473.045966	0.86273481	0.981598619
cox1-part34	gene-G1-1344	1270.848032	1445.939887	1473.045966	0.86273481	0.981598619
cox1-part35	gene-G1-1344	1270.848032	1445.939887	1473.045966	0.86273481	0.981598619
cox1-part36	gene-G1-1344	1270.848032	1445.939887	1473.045966	0.86273481	0.981598619
cox1-part37	gene-G1-1344	1270.848032	1445.939887	1473.045966	0.86273481	0.981598619
cox1-part38	gene-G1-1344	1270.848032	1445.939887	1473.045966	0.86273481	0.981598619
cox1-part39	gene-G1-1344	1270.848032	1445.939887	1473.045966	0.86273481	0.981598619
cox1-part40	gene-G1-1344	1270.848032	1445.939887	1473.045966	0.86273481	0.981598619
cox1-part41	gene-G1-1344	1270.848032	1445.939887	1473.045966	0.86273481	0.981598619
cox1-part42	gene-G1-1344	1270.848032	1445.939887	1473.045966	0.86273481	0.981598619
cox1-part43	gene-G1-1344	1270.848032	1445.939887	1473.045966	0.86273481	0.981598619
cox1-part44	gene-G1-1344	1270.848032	1445.939887	1473.045966	0.86273481	0.981598619
atp8-part0	gene-G1-1344	1270.848032	1445.939887	1473.045966	0.86273481	0.981598619
atp8-part3	gene-G1-32	841.8744704	485.0340927	976.0682	0.862516031	0.496926437
atp8-part4	gene-G1-32	841.8744704	485.0340927	976.0682	0.862516031	0.496926437
atp8-part5	gene-G1-32	841.8744704	485.0340927	976.0682	0.862516031	0.496926437
atp8-part6	gene-G1-32	841.8744704	485.0340927	976.0682	0.862516031	0.496926437
atp8-part7	gene-G1-3029	732.1370476	850.9570977	858.5919382	0.852718288	0.991107719
atp8-part8	gene-G1-3029	732.1370476	850.9570977	858.5919382	0.852718288	0.991107719
atp8-part9	gene-G1-3029	732.1370476	850.9570977	858.5919382	0.852718288	0.991107719
atp8-part10	gene-G1-3029	732.1370476	850.9570977	858.5919382	0.852718288	0.991107719
atp8-part11	gene-G1-3029	732.1370476	850.9570977	858.5919382	0.852718288	0.991107719
atp8-part12	gene-G1-3029	732.1370476	850.9570977	858.5919382	0.852718288	0.991107719
nad4-part42	gene-G1-3029	732.1370476	850.9570977	858.5919382	0.852718288	0.991107719
nad4-part43	gene-G1-3029	732.1370476	850.9570977	858.5919382	0.852718288	0.991107719
nad4-part44	gene-G1-3029	732.1370476	850.9570977	858.5919382	0.852718288	0.991107719
nad4-part45	gene-G1-3029	732.1370476	850.9570977	858.5919382	0.852718288	0.991107719
nad4-part46	gene-G1-3029	732.1370476	850.9570977	858.5919382	0.852718288	0.991107719
nad4-part47	gene-G1-3029	732.1370476	850.9570977	858.5919382	0.852718288	0.991107719
nad4-part48	gene-G1-3029	732.1370476	850.9570977	858.5919382	0.852718288	0.991107719
nad4-part49	gene-G1-3183	614.6404132	623.615262	720.8111373	0.852706599	0.865157639
nad4-part18	gene-G1-3183	614.6404132	623.615262	720.8111373	0.852706599	0.865157639
nad4-part19	gene-G1-3183	614.6404132	623.615262	720.8111373	0.852706599	0.865157639
nad4-part20	gene-G1-3183	614.6404132	623.615262	720.8111373	0.852706599	0.865157639
nad4-part21	gene-G1-3183	614.6404132	623.615262	720.8111373	0.852706599	0.865157639
nad4-part22	gene-G1-5046	519.3129551	411.1623123	612.0368208	0.84849953	0.671793425
nad4-part23	gene-G1-5046	519.3129551	411.1623123	612.0368208	0.84849953	0.671793425
nad4-part24	gene-G1-5046	519.3129551	411.1623123	612.0368208	0.84849953	0.671793425
nad4-part25	gene-G1-5046	519.3129551	411.1623123	612.0368208	0.84849953	0.671793425
nad4-part26	gene-G1-5046	519.3129551	411.1623123	612.0368208	0.84849953	0.671793425
nad4-part27	gene-G1-5046	519.3129551	411.1623123	612.0368208	0.84849953	0.671793425
cob-part0	gene-G1-283	242.7524806	313.8119041	287.1641956	0.845343829	1.092796069
cob-part1	gene-G1-283	242.7524806	313.8119041	287.1641956	0.845343829	1.092796069
cob-part2	gene-G1-283	242.7524806	313.8119041	287.1641956	0.845343829	1.092796069
cob-part3	gene-G1-283	242.7524806	313.8119041	287.1641956	0.845343829	1.092796069
cob-part4	gene-G1-283	242.7524806	313.8119041	287.1641956	0.845343829	1.092796069
cob-part5	gene-G1-283	242.7524806	313.8119041	287.1641956	0.845343829	1.092796069
cob-part6	gene-G1-283	242.7524806	313.8119041	287.1641956	0.845343829	1.092796069
cob-part7	gene-G1-283	242.7524806	313.8119041	287.1641956	0.845343829	1.092796069
