RNA anno gene_id	TPM in G1	TPM in G1+HB	TPM in HB	TPM in G1/TPM in HB	TPM in G1+HB/TPM in HB
gene-G1-499	68.17021715	79.02562549	107.8074337	0.632333178	0.733025755
gene-G1-4990	3.879605854	4.581195681	2.417207033	1.60499527	1.895243402
gene-G1-4991	3.325376446	5.153845141	6.768179693	0.491325083	0.761481724
gene-G1-4992	12.19304697	8.017092441	16.43700783	0.741804536	0.487746464
gene-G1-4993	10.53035875	11.4529892	14.01980079	0.751106161	0.816915259
gene-G1-4994	11.63881756	11.4529892	8.218503913	1.416172297	1.393561325
gene-G1-4995	0	1.71794838	3.384089847	0	0.507654483
gene-G1-4996	3.879605854	9.162391361	4.834414067	0.802497635	1.895243402
gene-G1-4997	3.325376446	2.29059784	2.417207033	1.375710231	0.947621701
gene-G1-4998	6.096523485	5.726494601	7.735062507	0.78816732	0.740329454
gene-G1-4999	8.867670524	15.46153542	12.08603517	0.733712123	1.279289296
gene-G1-5	22.16917631	31.4957203	48.82758207	0.454029779	0.645039524
gene-G1-50	19.39802927	15.46153542	17.88733205	1.084456263	0.86438466
gene-G1-500	6.650752893	6.871793521	5.317855473	1.250645665	1.29221141
gene-G1-5000	4.433835262	10.30769028	9.668828133	0.458570077	1.066074414
gene-G1-5001	6.096523485	6.299144061	7.735062507	0.78816732	0.814362399
gene-G1-5002	7.759211708	13.17093758	13.53635939	0.573212596	0.973004425
gene-G1-5003	3.325376446	13.17093758	11.11915235	0.299067442	1.184527126
gene-G1-5004	7.204982301	4.581195681	6.768179693	1.064537679	0.676872643
gene-G1-5005	4.433835262	4.008546221	13.53635939	0.327550055	0.296131782
gene-G1-5006	3.879605854	6.299144061	6.284738287	0.617305873	1.002292184
gene-G1-5007	11.63881756	17.75213326	8.218503913	1.416172297	2.160020054
gene-G1-5008	6.096523485	6.871793521	10.63571095	0.573212596	0.646105705
gene-G1-5009	14.4099646	13.17093758	14.01980079	1.027829483	0.939452548
gene-G1-501	16.07265282	9.162391361	11.60259376	1.385263774	0.789684751
gene-G1-5010	7.759211708	14.88888596	14.5032422	0.534998423	1.026590176
gene-G1-5011	7.204982301	10.88033974	11.60259376	0.620980313	0.937750642
gene-G1-5012	2.771147039	4.581195681	14.98668361	0.184907289	0.30568442
gene-G1-5013	5.542294077	6.299144061	6.284738287	0.881865533	1.002292184
gene-G1-5014	6.096523485	11.4529892	9.185386727	0.663719848	1.246870659
gene-G1-5015	5.542294077	6.299144061	14.01980079	0.395319032	0.449303393
gene-G1-5016	4.98806467	5.153845141	4.35097266	1.146425193	1.184527126
gene-G1-5017	3.879605854	6.871793521	5.80129688	0.668748029	1.184527126
gene-G1-5018	11.63881756	9.735040821	10.15226954	1.146425193	0.958902912
gene-G1-5019	1.662688223	4.008546221	4.834414067	0.343927558	0.829168988
gene-G1-502	8.867670524	8.589741901	7.2516211	1.222853539	1.184527126
gene-G1-5020	2.216917631	2.29059784	4.35097266	0.509522308	0.5264565
gene-G1-5021	6.650752893	14.3162365	16.43700783	0.404620656	0.870975828
gene-G1-5022	6.096523485	14.88888596	13.53635939	0.450381326	1.099918046
gene-G1-5023	9.421899932	13.17093758	8.70194532	1.082734904	1.513562439
gene-G1-5024	1.108458815	12.59828812	8.70194532	0.127380577	1.447755376
gene-G1-5025	6.096523485	9.162391361	5.80129688	1.05088976	1.579369501
gene-G1-5026	7.759211708	13.17093758	10.63571095	0.729543304	1.238369268
gene-G1-5027	3.325376446	9.162391361	7.2516211	0.458570077	1.263495601
gene-G1-5028	6.096523485	9.735040821	11.60259376	0.52544488	0.839040048
gene-G1-5029	2.771147039	7.444442981	6.768179693	0.409437569	1.099918046
gene-G1-503	6.650752893	4.581195681	7.2516211	0.917140154	0.631747801
gene-G1-5030	10.53035875	13.17093758	14.98668361	0.702647699	0.878842706
gene-G1-5031	12.19304697	9.162391361	11.11915235	1.096580619	0.82401887
gene-G1-5032	3.325376446	13.74358704	15.95356642	0.208440944	0.861474274
gene-G1-5033	12.74727638	20.61538056	37.70842972	0.338048454	0.546704827
gene-G1-5034	4.98806467	12.59828812	13.05291798	0.382141731	0.965170251
gene-G1-5035	92.00208169	96.20510929	130.5291798	0.704839192	0.737039101
gene-G1-5036	1110.121504	1088.606624	1608.893001	0.689990884	0.676618409
gene-G1-5037	3542.634374	2902.760113	3948.74941	0.897153505	0.735108717
gene-G1-5038	1222.630073	1002.136555	1258.881423	0.971203523	0.796053176
gene-G1-5039	3503.284086	2876.418238	3519.936882	0.995269007	0.817178925
gene-G1-504	4.433835262	10.30769028	2.417207033	1.834280308	4.264297654
gene-G1-5040	486.0591906	427.1964972	505.19627	0.962119516	0.845605011
gene-G1-5041	1590.6384	1288.461285	1507.370306	1.055240636	0.854774225
gene-G1-5042	1083.518492	1010.153648	1144.30581	0.946878433	0.882765463
gene-G1-5043	1555.721948	1257.538214	1587.138138	0.980205762	0.792330664
gene-G1-5044	655.6533894	591.5468923	699.5397154	0.937263996	0.845623028
gene-G1-5045	1061.903545	806.8630892	1062.12077	0.99979548	0.759671698
gene-G1-5046	519.3129551	411.1623123	612.0368208	0.84849953	0.671793425
gene-G1-5047	2032.359238	1754.597946	2085.566228	0.974487988	0.841305312
gene-G1-5048	341.9595446	288.0426784	462.1699848	0.739899941	0.623239691
gene-G1-5049	619.6284779	571.5041612	798.1617624	0.776319422	0.716025483
gene-G1-505	11.08458815	20.0427311	10.15226954	1.091833517	1.974211877
gene-G1-5050	555.892096	574.3674085	632.8248013	0.878429693	0.907624681
gene-G1-5051	811.9460823	678.0169607	823.3007155	0.986208401	0.823535007
gene-G1-5052	477.1915201	387.6836845	509.0638012	0.9373904	0.761562074
gene-G1-5053	598.5677604	589.2562944	651.1955748	0.919182782	0.904883751
gene-G1-5054	701.1002008	706.0767843	667.6325826	1.050128797	1.057582872
gene-G1-5055	678.9310245	628.1964577	829.1020124	0.818875138	0.757682949
gene-G1-5056	616.3031014	585.2477482	641.5267466	0.960681849	0.912273341
gene-G1-5057	325.3326623	259.9828549	431.2297347	0.754430031	0.602887125
gene-G1-5058	703.8713478	503.9315249	834.9033093	0.843057322	0.603580701
gene-G1-5059	884.5501348	743.2989992	848.9231101	1.041967316	0.875578707
gene-G1-506	7.204982301	10.88033974	10.15226954	0.709691786	1.071715019
gene-G1-5060	1072.988133	949.4528048	1190.716185	0.901128369	0.797379608
gene-G1-5061	1145.592186	1108.649355	1786.799439	0.641142011	0.62046659
gene-G1-5062	847.4167644	879.0169212	1084.359075	0.781490914	0.810632697
gene-G1-5063	373.5506208	180.9572294	310.3693831	1.203567881	0.583038274
gene-G1-5064	2379.306847	829.7690677	464.1037504	5.126670158	1.787895631
gene-G1-5065	28.26569979	224.4785884	22.72174611	1.243993294	9.879460286
gene-G1-5066	15.51842342	245.6666184	0	#DIV/0!	#DIV/0!
gene-G1-5067	65.39907011	366.4956544	0	#DIV/0!	#DIV/0!
gene-G1-5068	47.10949966	232.4956808	0	#DIV/0!	#DIV/0!
gene-G1-5069	13.85573519	113.3845931	0	#DIV/0!	#DIV/0!
gene-G1-507	47.66372907	29.20512246	27.55616018	1.72969415	1.05984006
gene-G1-5070	77.59211708	605.8631288	0	#DIV/0!	#DIV/0!
gene-G1-5071	42.6756644	406.5811167	0	#DIV/0!	#DIV/0!
gene-G1-5072	50.4348761	211.8803002	0	#DIV/0!	#DIV/0!
gene-G1-5073	84.24286998	361.9144588	0	#DIV/0!	#DIV/0!
gene-G1-5074	52.65179374	208.4444035	0	#DIV/0!	#DIV/0!
gene-G1-5075	69.27867597	259.9828549	0	#DIV/0!	#DIV/0!
gene-G1-5076	121.9304697	406.0084672	17.88733205	6.816582226	22.69810088
gene-G1-5077	55.42294077	159.1965499	19.82109767	2.796159006	8.031671733
gene-G1-5078	208.9444867	460.9828154	55.11232036	3.791248225	8.364424005
gene-G1-5079	22.16917631	54.40169871	9.668828133	2.292850385	5.626503849
gene-G1-508	22.72340572	28.05982354	19.82109767	1.146425193	1.41565437
gene-G1-5080	10.53035875	32.64101922	6.284738287	1.675544512	5.193695861
gene-G1-5081	33.80799387	58.41024493	16.92044923	1.998055336	3.452050482
gene-G1-5082	22.16917631	29.77777192	14.01980079	1.581276128	2.123979674
gene-G1-5083	17.18111164	42.94870951	12.08603517	1.421567239	3.553581378
gene-G1-5084	17.18111164	58.98289439	21.7548633	0.789759577	2.711250978
gene-G1-5085	25.49455276	44.66665789	13.53635939	1.883412816	3.299754137
gene-G1-5086	14.4099646	13.17093758	11.11915235	1.295958913	1.184527126
gene-G1-5087	16.07265282	10.88033974	5.80129688	2.770527549	1.875501283
gene-G1-5088	32.14530565	25.19657624	29.48992581	1.090043626	0.854413009
gene-G1-5089	3.325376446	9.735040821	4.35097266	0.764283462	2.237440127
gene-G1-509	4.98806467	5.153845141	5.317855473	0.937984248	0.969158558
gene-G1-5090	14.96419401	13.17093758	12.56947657	1.190518469	1.047850919
gene-G1-5091	7.759211708	13.17093758	7.735062507	1.003122044	1.702757744
gene-G1-5092	14.4099646	10.30769028	8.70194532	1.6559475	1.184527126
gene-G1-5093	25.49455276	23.47862786	22.72174611	1.122033167	1.033310897
gene-G1-5094	6.650752893	7.444442981	6.284738287	1.058238639	1.184527126
gene-G1-5095	13.30150579	13.74358704	8.70194532	1.528566923	1.579369501
gene-G1-5096	7.759211708	3.43589676	12.08603517	0.641998108	0.28428651
gene-G1-5097	10.53035875	12.59828812	11.11915235	0.947046898	1.133025947
gene-G1-5098	7.759211708	17.1794838	11.11915235	0.69782403	1.545035382
gene-G1-5099	6.650752893	5.153845141	4.834414067	1.375710231	1.066074414
gene-G1-51	5.542294077	5.726494601	7.735062507	0.716515745	0.740329454
gene-G1-510	26.60301157	33.21366868	25.13895315	1.058238639	1.321203333
gene-G1-5100	4.98806467	6.299144061	6.768179693	0.736987624	0.930699885
gene-G1-5101	11.63881756	9.735040821	7.735062507	1.504683065	1.258560072
gene-G1-5102	6.650752893	4.581195681	5.317855473	1.250645665	0.861474274
gene-G1-5103	7.204982301	7.444442981	6.768179693	1.064537679	1.099918046
gene-G1-5104	7.759211708	3.43589676	7.735062507	1.003122044	0.444197672
gene-G1-5105	19.39802927	17.75213326	17.40389064	1.114580048	1.02000947
gene-G1-5106	3.879605854	7.444442981	7.735062507	0.501561022	0.96242829
gene-G1-5107	12.19304697	8.017092441	9.185386727	1.327439697	0.872809461
gene-G1-5108	9.976129339	10.30769028	9.185386727	1.086087025	1.122183593
gene-G1-5109	6.096523485	7.444442981	4.35097266	1.401186347	1.710983627
gene-G1-511	5.542294077	10.88033974	16.92044923	0.327550055	0.643029011
gene-G1-5110	9.976129339	12.02563866	12.56947657	0.793678979	0.956733448
gene-G1-5111	10.53035875	9.735040821	8.218503913	1.281298745	1.184527126
gene-G1-5112	2.216917631	5.153845141	6.284738287	0.352746213	0.820057241
gene-G1-5113	10.53035875	5.153845141	8.70194532	1.210115481	0.592263563
gene-G1-5114	13.85573519	11.4529892	12.08603517	1.146425193	0.947621701
gene-G1-5115	7.759211708	9.735040821	4.834414067	1.60499527	2.013696114
gene-G1-5116	6.650752893	8.017092441	6.284738287	1.058238639	1.275644597
gene-G1-5117	6.096523485	5.153845141	6.284738287	0.970052086	0.820057241
gene-G1-5118	28.26569979	13.17093758	13.05291798	2.165469808	1.009041626
gene-G1-5119	2.771147039	6.299144061	3.867531253	0.716515745	1.628724798
gene-G1-512	23.83186453	29.20512246	21.27142189	1.120370075	1.372974623
gene-G1-5120	4.433835262	2.8632473	0	#DIV/0!	#DIV/0!
gene-G1-5121	7.759211708	8.017092441	0	#DIV/0!	#DIV/0!
gene-G1-5122	1.662688223	2.29059784	0	#DIV/0!	#DIV/0!
gene-G1-5123	6.096523485	3.43589676	0	#DIV/0!	#DIV/0!
gene-G1-5124	16.62688223	9.162391361	0	#DIV/0!	#DIV/0!
gene-G1-5125	1.108458815	4.008546221	0	#DIV/0!	#DIV/0!
gene-G1-5126	3.325376446	7.444442981	0	#DIV/0!	#DIV/0!
gene-G1-5127	7.204982301	8.589741901	0	#DIV/0!	#DIV/0!
gene-G1-5128	3.325376446	2.8632473	0	#DIV/0!	#DIV/0!
gene-G1-5129	6.650752893	8.589741901	0	#DIV/0!	#DIV/0!
gene-G1-513	11.63881756	8.017092441	12.56947657	0.925958809	0.637822299
gene-G1-5130	11.63881756	8.589741901	0	#DIV/0!	#DIV/0!
gene-G1-5131	9.421899932	9.735040821	0	#DIV/0!	#DIV/0!
gene-G1-5132	3.879605854	5.153845141	0	#DIV/0!	#DIV/0!
gene-G1-5133	11.63881756	11.4529892	0	#DIV/0!	#DIV/0!
gene-G1-5134	2.216917631	4.581195681	0	#DIV/0!	#DIV/0!
gene-G1-5135	4.98806467	4.008546221	0	#DIV/0!	#DIV/0!
gene-G1-5136	3.325376446	2.29059784	0	#DIV/0!	#DIV/0!
gene-G1-5137	6.096523485	9.735040821	0	#DIV/0!	#DIV/0!
gene-G1-5138	3.325376446	4.008546221	0	#DIV/0!	#DIV/0!
gene-G1-5139	19.39802927	8.017092441	0	#DIV/0!	#DIV/0!
gene-G1-514	9.421899932	5.726494601	8.70194532	1.082734904	0.658070626
gene-G1-5140	5.542294077	2.8632473	0	#DIV/0!	#DIV/0!
gene-G1-5141	44.89258203	29.20512246	0	#DIV/0!	#DIV/0!
gene-G1-5142	18.28957046	9.735040821	0	#DIV/0!	#DIV/0!
gene-G1-5143	28.26569979	15.46153542	0	#DIV/0!	#DIV/0!
gene-G1-5144	17.18111164	12.02563866	0	#DIV/0!	#DIV/0!
gene-G1-5145	14.4099646	13.17093758	0	#DIV/0!	#DIV/0!
gene-G1-5146	8.867670524	5.726494601	0	#DIV/0!	#DIV/0!
gene-G1-5147	22.72340572	12.59828812	0	#DIV/0!	#DIV/0!
gene-G1-5148	18.84379986	11.4529892	0.483441407	38.97845655	23.69054252
gene-G1-5149	11.63881756	8.589741901	0	#DIV/0!	#DIV/0!
gene-G1-515	18.84379986	9.162391361	17.88733205	1.053471799	0.512227946
gene-G1-5150	9.421899932	13.17093758	0	#DIV/0!	#DIV/0!
gene-G1-5151	7.759211708	2.8632473	0	#DIV/0!	#DIV/0!
gene-G1-5152	16.62688223	9.162391361	0	#DIV/0!	#DIV/0!
gene-G1-5153	6.096523485	6.299144061	0	#DIV/0!	#DIV/0!
gene-G1-5154	17.73534105	7.444442981	0	#DIV/0!	#DIV/0!
gene-G1-5155	4.433835262	3.43589676	0	#DIV/0!	#DIV/0!
gene-G1-5156	23.27763513	13.17093758	0	#DIV/0!	#DIV/0!
gene-G1-5157	22.16917631	13.74358704	0	#DIV/0!	#DIV/0!
gene-G1-5158	6.096523485	6.871793521	0	#DIV/0!	#DIV/0!
gene-G1-5159	21.6149469	16.03418488	0.483441407	44.71058251	33.16675953
gene-G1-516	4.433835262	5.153845141	5.317855473	0.833763776	0.969158558
gene-G1-5160	84.24286998	54.97434817	0	#DIV/0!	#DIV/0!
gene-G1-5161	44.89258203	43.52135897	0	#DIV/0!	#DIV/0!
gene-G1-5162	31.03684683	27.48717408	0	#DIV/0!	#DIV/0!
gene-G1-5163	4.98806467	9.735040821	0	#DIV/0!	#DIV/0!
gene-G1-5164	119.7135521	100.2136555	0	#DIV/0!	#DIV/0!
gene-G1-5165	67.06175834	49.82050303	0	#DIV/0!	#DIV/0!
gene-G1-5166	54.86871137	54.40169871	0	#DIV/0!	#DIV/0!
gene-G1-5167	31.03684683	24.62392678	0	#DIV/0!	#DIV/0!
gene-G1-5168	50.98910551	41.23076113	0	#DIV/0!	#DIV/0!
gene-G1-5169	17.73534105	14.3162365	0	#DIV/0!	#DIV/0!
gene-G1-517	19.95225868	20.0427311	16.92044923	1.179180198	1.184527126
gene-G1-5170	23.83186453	22.33332894	0	#DIV/0!	#DIV/0!
gene-G1-5171	33.80799387	32.06836976	0	#DIV/0!	#DIV/0!
gene-G1-5172	8.867670524	10.30769028	0	#DIV/0!	#DIV/0!
gene-G1-5173	46.55527025	34.93161706	0	#DIV/0!	#DIV/0!
gene-G1-5174	11.63881756	4.581195681	0	#DIV/0!	#DIV/0!
gene-G1-5175	20.50648809	14.88888596	0	#DIV/0!	#DIV/0!
gene-G1-5176	27.15724098	17.75213326	0	#DIV/0!	#DIV/0!
gene-G1-5177	24.38609394	12.59828812	0	#DIV/0!	#DIV/0!
gene-G1-5178	19.39802927	18.89743218	0	#DIV/0!	#DIV/0!
gene-G1-5179	18.28957046	14.3162365	0	#DIV/0!	#DIV/0!
gene-G1-518	19.39802927	14.3162365	13.05291798	1.486106731	1.096784376
gene-G1-5180	11.08458815	17.1794838	0	#DIV/0!	#DIV/0!
gene-G1-5181	9.976129339	8.017092441	0	#DIV/0!	#DIV/0!
gene-G1-5182	22.16917631	24.05127732	0	#DIV/0!	#DIV/0!
gene-G1-5183	46.00104084	30.92307084	0	#DIV/0!	#DIV/0!
gene-G1-5184	1.662688223	4.581195681	0	#DIV/0!	#DIV/0!
gene-G1-5185	12.74727638	9.162391361	0	#DIV/0!	#DIV/0!
gene-G1-5186	18.84379986	20.0427311	0	#DIV/0!	#DIV/0!
gene-G1-5187	26.04878216	22.33332894	0	#DIV/0!	#DIV/0!
gene-G1-5188	23.83186453	35.50426652	0	#DIV/0!	#DIV/0!
gene-G1-5189	20.50648809	28.05982354	0	#DIV/0!	#DIV/0!
gene-G1-519	14.96419401	9.162391361	12.56947657	1.190518469	0.72893977
gene-G1-5190	20.50648809	13.17093758	0	#DIV/0!	#DIV/0!
gene-G1-5191	18.28957046	19.47008164	0	#DIV/0!	#DIV/0!
gene-G1-5192	13.85573519	21.18803002	0	#DIV/0!	#DIV/0!
gene-G1-5193	8.313441116	6.871793521	0	#DIV/0!	#DIV/0!
gene-G1-5194	13.85573519	9.162391361	0	#DIV/0!	#DIV/0!
gene-G1-5195	3.879605854	8.589741901	0.483441407	8.024976348	17.76790689
gene-G1-5196	40.45874677	56.69229655	12.56947657	3.218809195	4.510314826
gene-G1-5197	11.08458815	6.871793521	7.2516211	1.528566923	0.947621701
gene-G1-5198	341.9595446	327.5554912	650.7121334	0.525515857	0.503380027
gene-G1-5199	202.2937338	192.4102186	452.5011566	0.447056833	0.425214866
gene-G1-52	15.51842342	14.88888596	17.40389064	0.891664039	0.855491813
gene-G1-520	8.867670524	3.43589676	6.768179693	1.31020022	0.507654483
gene-G1-5200	202.8479632	148.8888596	321.4885354	0.630964843	0.463123388
gene-G1-5201	425.0939557	325.8375428	722.744903	0.588165968	0.450833401
gene-G1-5202	162.3892165	160.3418488	316.17068	0.51361251	0.507136996
gene-G1-5203	130.7981402	110.5213458	224.8002541	0.581841603	0.491642442
gene-G1-5204	131.906599	133.9999737	290.5482854	0.453992006	0.461196918
gene-G1-5205	263.8131981	254.2563603	432.680059	0.609718873	0.587631334
gene-G1-5206	95.32745813	100.786305	165.3369611	0.576564717	0.609581211
gene-G1-5207	137.4488931	123.1196339	282.8132229	0.486005894	0.435339029
gene-G1-5208	180.6787869	158.051251	318.1044456	0.567985734	0.496853323
gene-G1-5209	162.3892165	176.9486832	313.2700315	0.518368181	0.564843954
gene-G1-521	11.08458815	13.17093758	8.218503913	1.348735521	1.602595524
gene-G1-5210	302.6092566	296.0597709	707.7582193	0.427560215	0.418306369
gene-G1-5211	114.7254874	124.2649328	102.9730196	1.114131525	1.206771767
gene-G1-5212	147.9792519	125.4102318	366.9320277	0.403287914	0.341780554
gene-G1-5213	98.09860517	101.3589544	184.1911759	0.532591231	0.550292129
gene-G1-5214	586.3747134	521.6836581	1073.239923	0.546359394	0.486082978
gene-G1-522	23.83186453	20.0427311	25.62239455	0.930118552	0.782234895
gene-G1-523	11.63881756	8.017092441	20.30453908	0.573212596	0.394842375
gene-G1-524	11.63881756	10.30769028	11.60259376	1.003122044	0.888395345
gene-G1-525	17.18111164	14.3162365	23.68862893	0.725289408	0.604350575
gene-G1-526	23.83186453	18.89743218	17.88733205	1.332331981	1.05647014
gene-G1-527	38.79605854	23.47862786	37.70842972	1.028843122	0.622636053
gene-G1-528	8.867670524	5.726494601	5.80129688	1.528566923	0.987105938
gene-G1-529	11.63881756	10.88033974	15.47012501	0.752341533	0.703312981
gene-G1-53	19.39802927	24.62392678	22.72174611	0.853720888	1.083716307
gene-G1-530	3.879605854	5.726494601	6.768179693	0.573212596	0.846090804
gene-G1-531	12.19304697	22.9059784	18.85421486	0.646701391	1.214899617
gene-G1-532	12.19304697	10.88033974	9.185386727	1.327439697	1.184527126
gene-G1-533	11.08458815	13.17093758	16.43700783	0.67436776	0.801297762
gene-G1-534	8.867670524	4.581195681	3.867531253	2.292850385	1.184527126
gene-G1-535	11.08458815	14.88888596	10.15226954	1.091833517	1.466557394
gene-G1-536	6.650752893	8.589741901	4.35097266	1.528566923	1.974211877
gene-G1-537	21.6149469	26.91452462	17.88733205	1.208394122	1.504669593
gene-G1-538	10.53035875	13.17093758	14.5032422	0.726069289	0.908137463
gene-G1-539	6.096523485	11.4529892	9.668828133	0.630533856	1.184527126
gene-G1-54	12.19304697	12.02563866	15.47012501	0.78816732	0.777345927
gene-G1-540	1.662688223	13.74358704	8.70194532	0.191070865	1.579369501
gene-G1-541	9.976129339	10.30769028	14.01980079	0.711574257	0.735223733
gene-G1-542	11.63881756	10.30769028	7.2516211	1.60499527	1.421432551
gene-G1-543	3.879605854	4.008546221	3.867531253	1.003122044	1.036461235
gene-G1-544	7.204982301	5.153845141	12.56947657	0.573212596	0.410028621
gene-G1-545	5.542294077	9.162391361	10.63571095	0.52110236	0.861474274
gene-G1-546	9.976129339	13.74358704	9.185386727	1.086087025	1.496244791
gene-G1-547	11.08458815	17.1794838	17.40389064	0.636902885	0.987105938
gene-G1-548	10.53035875	13.17093758	13.05291798	0.806743654	1.009041626
gene-G1-549	9.976129339	14.88888596	12.56947657	0.793678979	1.184527126
gene-G1-55	17.18111164	21.76067948	18.85421486	0.911261051	1.154154636
gene-G1-550	4.433835262	5.153845141	4.35097266	1.019044616	1.184527126
gene-G1-551	9.976129339	11.4529892	8.218503913	1.213861969	1.393561325
gene-G1-552	4.433835262	2.29059784	6.284738287	0.705492426	0.364469885
gene-G1-553	11.08458815	12.59828812	12.08603517	0.917140154	1.042383871
gene-G1-554	6.096523485	14.3162365	5.80129688	1.05088976	2.467764846
gene-G1-555	13.30150579	7.444442981	4.35097266	3.057133847	1.710983627
gene-G1-556	6.650752893	9.735040821	6.284738287	1.058238639	1.548997011
gene-G1-557	22.16917631	21.18803002	19.33765627	1.146425193	1.095687592
gene-G1-558	4.98806467	5.726494601	5.80129688	0.859818894	0.987105938
gene-G1-559	15.51842342	16.03418488	12.56947657	1.234611746	1.275644597
gene-G1-56	18.28957046	17.1794838	16.43700783	1.112706805	1.045170994
gene-G1-560	13.85573519	12.59828812	9.185386727	1.508454201	1.371557725
gene-G1-561	8.313441116	9.162391361	6.284738287	1.322798299	1.45787954
gene-G1-562	6.650752893	5.726494601	5.80129688	1.146425193	0.987105938
gene-G1-563	6.650752893	5.726494601	5.317855473	1.250645665	1.076842842
gene-G1-564	12.74727638	12.02563866	6.284738287	2.028290725	1.913466896
gene-G1-565	14.96419401	17.75213326	13.53635939	1.105481436	1.311440747
gene-G1-566	21.6149469	23.47862786	8.70194532	2.483921251	2.698089565
gene-G1-567	12.74727638	9.735040821	12.56947657	1.014145363	0.774498506
gene-G1-568	20.50648809	18.89743218	8.218503913	2.495160713	2.299376186
gene-G1-569	8.313441116	9.162391361	6.768179693	1.228312706	1.353745287
gene-G1-57	18.28957046	21.18803002	15.47012501	1.18225098	1.36960949
gene-G1-570	19.95225868	13.74358704	4.834414067	4.127130693	2.842865103
gene-G1-571	8.313441116	6.871793521	2.417207033	3.439275578	2.842865103
gene-G1-572	4.433835262	4.008546221	4.834414067	0.917140154	0.829168988
gene-G1-573	16.62688223	7.444442981	7.2516211	2.292850385	1.026590176
gene-G1-574	13.30150579	12.02563866	7.2516211	1.834280308	1.658337977
gene-G1-575	22.16917631	14.88888596	8.70194532	2.547611539	1.710983627
gene-G1-576	23.27763513	12.02563866	7.735062507	3.009366131	1.554691853
gene-G1-577	13.30150579	7.444442981	7.735062507	1.719637789	0.96242829
gene-G1-578	7.204982301	13.17093758	3.384089847	2.129075358	3.8920177
gene-G1-579	8.867670524	3.43589676	3.384089847	2.62040044	1.015308965
gene-G1-58	12.74727638	17.1794838	8.70194532	1.464876635	1.974211877
gene-G1-580	6.650752893	9.735040821	4.35097266	1.528566923	2.237440127
gene-G1-581	4.98806467	6.871793521	3.867531253	1.289728342	1.776790689
gene-G1-582	6.650752893	7.444442981	3.384089847	1.96530033	2.199836091
gene-G1-583	14.4099646	12.59828812	11.60259376	1.241960625	1.085816532
gene-G1-584	17.18111164	9.162391361	6.768179693	2.538512926	1.353745287
gene-G1-585	21.06071749	17.75213326	16.92044923	1.244690209	1.049152597
gene-G1-586	12.19304697	12.59828812	9.668828133	1.261067712	1.302979839
gene-G1-587	11.08458815	13.17093758	5.317855473	2.084409441	2.476738536
gene-G1-588	3.325376446	3.43589676	3.867531253	0.859818894	0.888395345
gene-G1-589	3.325376446	4.581195681	2.90064844	1.146425193	1.579369501
gene-G1-59	8.313441116	10.30769028	9.185386727	0.90507252	1.122183593
gene-G1-590	22.72340572	14.3162365	20.30453908	1.119129355	0.70507567
gene-G1-591	13.85573519	18.32478272	5.317855473	2.605511801	3.445897094
gene-G1-592	9.421899932	5.153845141	8.218503913	1.146425193	0.627102596
gene-G1-593	4.98806467	12.02563866	14.5032422	0.343927558	0.829168988
gene-G1-594	3.879605854	3.43589676	2.417207033	1.60499527	1.421432551
gene-G1-595	3.325376446	6.871793521	4.834414067	0.687855116	1.421432551
gene-G1-596	7.759211708	2.8632473	1.933765627	4.012488174	1.480658908
gene-G1-597	11.63881756	16.03418488	19.82109767	0.587193391	0.808945354
gene-G1-598	13.85573519	12.59828812	15.47012501	0.895644682	0.814362399
gene-G1-599	15.51842342	9.735040821	11.11915235	1.395648061	0.87552005
gene-G1-6	9.421899932	20.0427311	12.56947657	0.749585703	1.594555747
gene-G1-60	4.433835262	6.871793521	13.05291798	0.339681539	0.5264565
gene-G1-600	9.421899932	6.871793521	9.185386727	1.025748857	0.748122395
gene-G1-601	2.771147039	6.299144061	8.70194532	0.318451442	0.723877688
gene-G1-602	6.096523485	5.726494601	3.384089847	1.801525303	1.692181609
gene-G1-603	3.325376446	5.726494601	6.284738287	0.52911932	0.911174712
gene-G1-604	6.096523485	9.735040821	7.2516211	0.840711808	1.342464076
gene-G1-605	8.867670524	7.444442981	10.15226954	0.873466813	0.733278697
gene-G1-606	3.325376446	4.008546221	5.80129688	0.573212596	0.690974157
gene-G1-607	8.867670524	9.162391361	4.834414067	1.834280308	1.895243402
gene-G1-608	7.204982301	4.581195681	5.80129688	1.241960625	0.789684751
gene-G1-609	6.096523485	10.88033974	7.2516211	0.840711808	1.500401026
gene-G1-61	34.91645269	52.11110087	43.99316801	0.793678979	1.184527126
gene-G1-610	4.433835262	8.589741901	7.735062507	0.573212596	1.110494181
gene-G1-611	13.85573519	8.017092441	7.2516211	1.910708654	1.105558651
gene-G1-612	3.325376446	4.581195681	7.735062507	0.429909447	0.592263563
gene-G1-613	2.771147039	2.8632473	3.384089847	0.818875138	0.846090804
gene-G1-614	14.4099646	6.871793521	8.70194532	1.6559475	0.789684751
gene-G1-615	9.421899932	11.4529892	8.70194532	1.082734904	1.316141251
gene-G1-616	11.63881756	13.74358704	12.08603517	0.962997162	1.137146041
gene-G1-617	7.759211708	9.735040821	10.63571095	0.729543304	0.915316416
gene-G1-618	12.74727638	6.871793521	8.218503913	1.551045849	0.836136795
gene-G1-619	9.976129339	4.581195681	11.11915235	0.897202325	0.412009435
gene-G1-62	16.07265282	22.33332894	21.7548633	0.738807346	1.026590176
